;PID;area;price;MS.SubClass;MS.Zoning;Lot.Frontage;Lot.Area;Street;Alley;Lot.Shape;Land.Contour;Utilities;Lot.Config;Land.Slope;Neighborhood;Condition.1;Condition.2;Bldg.Type;House.Style;Overall.Qual;Overall.Cond;Year.Built;Year.Remod.Add;Roof.Style;Roof.Matl;Exterior.1st;Exterior.2nd;Mas.Vnr.Type;Mas.Vnr.Area;Exter.Qual;Exter.Cond;Foundation;Bsmt.Qual;Bsmt.Cond;Bsmt.Exposure;BsmtFin.Type.1;BsmtFin.SF.1;BsmtFin.Type.2;BsmtFin.SF.2;Bsmt.Unf.SF;Total.Bsmt.SF;Heating;Heating.QC;Central.Air;Electrical;X1st.Flr.SF;X2nd.Flr.SF;Low.Qual.Fin.SF;Bsmt.Full.Bath;Bsmt.Half.Bath;Full.Bath;Half.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Kitchen.Qual;TotRms.AbvGrd;Functional;Fireplaces;Fireplace.Qu;Garage.Type;Garage.Yr.Blt;Garage.Finish;Garage.Cars;Garage.Area;Garage.Qual;Garage.Cond;Paved.Drive;Wood.Deck.SF;Open.Porch.SF;Enclosed.Porch;X3Ssn.Porch;Screen.Porch;Pool.Area;Pool.QC;Fence;Misc.Feature;Misc.Val;Mo.Sold;Yr.Sold;Sale.Type;Sale.Condition
487;40486;1077;118000;190;RL;50;7420;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;BrkSide;Artery;Artery;2fmCon;1.5Unf;5;6;1939;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;GLQ;851;Unf;0;140;991;GasA;Ex;Y;SBrkr;1077;0;0;1;0;1;0;2;2;TA;5;Typ;2;TA;Attchd;1939;RFn;1;205;Gd;TA;Y;0;4;0;0;0;0;NA;NA;NA;0;1;2008;WD ;Normal
488;40487;2646;260000;80;RL;100;14330;Pave;NA;IR1;Low;AllPub;Corner;Gtl;Veenker;Norm;Norm;1Fam;SLvl;7;4;1974;1974;Gable;CompShg;WdShing;Wd Sdng;BrkFace;145;Gd;Fa;CBlock;Gd;TA;Gd;ALQ;1023;BLQ;497;228;1748;GasA;Gd;Y;SBrkr;2151;495;0;1;2;2;0;3;1;Gd;9;Mod;4;TA;Attchd;1974;RFn;2;550;TA;TA;Y;641;100;0;0;0;800;Gd;GdPrv;NA;0;1;2006;WD ;Normal
489;40488;1336;157000;190;RL;90;15750;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Crawfor;Norm;Norm;2fmCon;1Story;5;5;1953;1953;Hip;CompShg;MetalSd;MetalSd;BrkFace;56;TA;TA;CBlock;TA;TA;Mn;BLQ;841;Unf;0;324;1165;GasA;TA;Y;SBrkr;1336;0;0;1;0;1;0;2;1;TA;5;Typ;2;Gd;Attchd;1953;Unf;1;375;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
490;40489;2728;437154;60;RL;56;20431;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2005;2006;Hip;CompShg;CemntBd;CmentBd;BrkFace;870;Ex;TA;PConc;Ex;TA;No;GLQ;1410;Unf;0;438;1848;GasA;Ex;Y;SBrkr;1848;880;0;1;0;2;1;4;1;Ex;10;Typ;2;Ex;Attchd;2006;Fin;3;706;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2006;New;Partial
491;40490;2417;260000;60;RL;121;16059;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1991;1992;Hip;CompShg;HdBoard;HdBoard;BrkFace;284;Gd;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;1288;1288;GasA;Ex;Y;SBrkr;1301;1116;0;0;0;2;1;4;1;Gd;9;Typ;1;TA;Attchd;1991;Unf;2;462;TA;TA;Y;127;82;0;0;0;0;NA;NA;NA;0;4;2006;WD ;Normal
492;40491;2028;369900;20;RL;88;11443;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;1Story;8;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;BrkFace;208;Gd;TA;PConc;Ex;TA;Gd;GLQ;1460;Unf;0;408;1868;GasA;Ex;Y;SBrkr;2028;0;0;1;0;2;0;2;1;Gd;7;Typ;2;Gd;Attchd;2005;RFn;3;880;TA;TA;Y;326;66;0;0;0;0;NA;NA;NA;0;3;2006;New;Partial
493;40492;1216;164000;120;RM;32;4500;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;Mitchel;Norm;Norm;Twnhs;1Story;6;5;1998;1998;Hip;CompShg;VinylSd;VinylSd;BrkFace;116;TA;TA;PConc;Ex;TA;No;GLQ;897;Unf;0;319;1216;GasA;Ex;Y;SBrkr;1216;0;0;1;0;2;0;2;1;TA;5;Typ;0;NA;Attchd;1998;Unf;2;402;TA;TA;Y;0;125;0;0;0;0;NA;NA;NA;0;5;2006;WD ;Normal
494;40493;1453;187500;20;RL;92;10573;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1961;1961;Hip;CompShg;MetalSd;MetalSd;BrkFace;3;TA;TA;CBlock;TA;TA;No;Rec;1312;Unf;0;141;1453;GasA;Ex;Y;SBrkr;1453;0;0;1;0;2;0;3;1;TA;6;Typ;1;TA;Attchd;1961;RFn;2;530;TA;TA;Y;0;49;0;0;288;0;NA;GdPrv;NA;0;4;2009;WD ;Normal
495;40494;2202;263000;60;RL;88;11762;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1992;1993;Gable;CompShg;VinylSd;VinylSd;BrkFace;309;Gd;TA;PConc;Ex;TA;No;GLQ;335;Unf;0;770;1105;GasA;Ex;Y;SBrkr;1105;1097;0;1;0;2;1;4;1;Gd;9;Typ;1;TA;Attchd;1992;RFn;2;517;TA;TA;Y;0;65;0;0;144;0;NA;NA;NA;0;9;2007;WD ;Normal
496;40495;612;45000;30;RM;50;5925;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;1Story;2;4;1940;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;BrkTil;NA;NA;NA;NA;0;NA;0;0;0;GasA;Fa;N;FuseA;612;0;0;0;0;1;0;1;1;TA;4;Typ;0;NA;Detchd;1965;Unf;1;308;TA;Fa;N;0;0;25;0;0;0;NA;NA;NA;0;10;2009;WD ;Normal
497;40496;1200;173000;85;RL;150;14137;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Mitchel;Norm;Norm;1Fam;SFoyer;4;5;1964;1964;Gable;CompShg;HdBoard;HdBoard;BrkFace;98;TA;TA;CBlock;Gd;TA;Av;ALQ;865;LwQ;247;88;1200;GasA;Gd;Y;SBrkr;1200;0;0;1;0;1;0;3;1;TA;6;Typ;0;NA;2Types;1964;Fin;3;850;TA;TA;Y;0;119;0;0;171;0;NA;NA;NA;0;11;2008;ConLD;Normal
498;40497;1281;128500;50;RL;60;10284;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;4;7;1925;1993;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;Mn;ALQ;1030;LwQ;66;55;1151;GasA;Ex;Y;SBrkr;845;436;0;1;0;2;0;1;1;TA;6;Mod;0;NA;Detchd;1978;Unf;2;580;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;8;2007;WD ;Abnorml
499;40498;1432;194000;80;RL;NA;16157;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;Veenker;Feedr;Norm;1Fam;SLvl;5;7;1978;1978;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;PConc;Gd;TA;Gd;ALQ;680;Rec;391;289;1360;GasA;Ex;Y;SBrkr;1432;0;0;1;0;1;1;2;1;Gd;5;Typ;1;TA;Attchd;1978;Unf;2;588;TA;TA;Y;168;180;0;0;0;0;NA;NA;NA;0;6;2007;WD ;Normal
500;40499;1414;178000;60;RL;74;9056;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;8;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;Gd;Av;Unf;0;Unf;0;707;707;GasA;Ex;Y;SBrkr;707;707;0;0;0;2;1;3;1;Gd;6;Typ;1;Gd;Attchd;2004;Fin;2;403;TA;TA;Y;100;35;0;0;0;0;NA;NA;NA;0;10;2006;WD ;Normal
501;40500;1324;128000;50;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;4;6;1936;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;BLQ;672;Unf;0;0;672;GasA;TA;Y;SBrkr;757;567;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1936;Unf;1;240;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
502;40501;616;89000;30;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1Story;5;7;1921;1950;Gable;CompShg;Wd Sdng;Wd Shng;None;0;TA;TA;CBlock;TA;TA;No;LwQ;616;Unf;0;0;616;GasA;Gd;Y;SBrkr;616;0;0;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1921;Unf;1;205;TA;TA;Y;0;0;129;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
503;40502;864;130000;20;RL;60;9000;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;7;1971;2006;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;CBlock;TA;TA;No;ALQ;240;Unf;0;624;864;GasA;Gd;Y;SBrkr;864;0;0;0;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1986;Unf;2;576;TA;TA;Y;200;0;0;0;0;0;NA;GdWo;NA;0;7;2009;WD ;Normal
504;40503;2007;160000;70;RM;70;8400;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Artery;Norm;1Fam;2Story;6;7;1900;1950;Gable;CompShg;Stucco;BrkFace;None;0;TA;TA;BrkTil;Fa;Gd;Mn;Unf;0;Unf;0;917;917;GasA;Gd;Y;FuseA;1090;917;0;0;0;2;0;3;1;Ex;8;Typ;0;NA;Detchd;1930;Unf;1;357;TA;TA;Y;0;235;0;0;0;0;NA;NA;NA;0;6;2009;WD ;Normal
505;40504;1316;90000;50;RL;60;8550;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;RRAn;Norm;1Fam;1.5Fin;5;5;1926;1950;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Fa;TA;No;Unf;0;Unf;0;750;750;GasA;TA;Y;SBrkr;960;356;0;0;0;1;0;4;1;TA;7;Typ;0;NA;Detchd;1965;Unf;2;576;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;10;2007;ConLw;Family
506;40505;1740;150000;20;RL;85;11050;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;6;5;1968;1968;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;Rec;301;Unf;0;1439;1740;GasA;Fa;Y;SBrkr;1740;0;0;0;0;1;1;4;1;TA;8;Typ;1;TA;Attchd;1968;RFn;2;512;TA;TA;Y;25;0;0;0;192;0;NA;GdWo;NA;0;10;2008;WD ;Family
507;40506;1026;143000;85;RL;82;8410;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Mitchel;Norm;Norm;1Fam;SFoyer;6;6;1974;1974;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;Gd;TA;Av;ALQ;924;Unf;0;46;970;GasA;TA;Y;SBrkr;1026;0;0;1;0;1;0;2;1;TA;5;Typ;1;Po;Attchd;1974;Unf;2;528;TA;TA;Y;193;0;0;0;0;0;NA;NA;NA;0;4;2007;WD ;Normal
508;40507;1050;156000;20;RL;70;8092;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;8;1954;2000;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;176;TA;Gd;CBlock;TA;TA;No;ALQ;824;Unf;0;226;1050;GasA;Ex;Y;SBrkr;1050;0;0;1;0;1;0;3;1;Gd;6;Typ;0;NA;Attchd;1954;RFn;1;286;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Abnorml
509;40508;765;87000;30;RM;50;5000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Feedr;Norm;1Fam;1Story;4;7;1925;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;Rec;188;Unf;0;577;765;GasA;TA;N;FuseF;765;0;0;1;0;1;0;2;1;Gd;4;Typ;0;NA;Detchd;1926;Unf;1;200;Fa;TA;P;135;0;41;0;0;0;NA;MnPrv;NA;0;4;2010;WD ;Normal
510;40509;1002;148500;20;RL;NA;8750;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1970;1970;Gable;CompShg;MetalSd;MetalSd;BrkFace;76;TA;TA;CBlock;TA;TA;No;BLQ;828;Unf;0;174;1002;GasA;TA;Y;SBrkr;1002;0;0;1;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1973;Unf;2;902;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;8;2009;WD ;Normal
511;40510;1112;63000;50;RL;60;9780;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;3;1934;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;PConc;TA;TA;No;Unf;0;Unf;0;585;585;GasA;TA;N;FuseA;687;425;0;1;0;2;0;4;1;TA;6;Typ;0;NA;Detchd;1934;Unf;1;226;Po;Po;N;0;0;0;0;0;0;NA;NA;NA;0;3;2009;WD ;Normal
512;40511;1041;128000;20;RL;71;7350;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1958;1958;Hip;CompShg;BrkFace;BrkFace;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1041;1041;GasA;Gd;Y;SBrkr;1041;0;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1958;RFn;1;294;TA;TA;Y;0;0;0;0;0;0;NA;GdWo;NA;0;3;2009;WD ;Normal
513;40512;2042;253293;20;RL;98;12704;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2008;2009;Hip;CompShg;VinylSd;VinylSd;BrkFace;306;Ex;TA;PConc;Ex;TA;No;Unf;0;Unf;0;2042;2042;GasA;Ex;Y;SBrkr;2042;0;0;0;0;2;1;3;1;Ex;8;Typ;1;Gd;Attchd;2009;RFn;3;1390;TA;TA;Y;0;90;0;0;0;0;NA;NA;NA;0;8;2009;New;Partial
514;40513;1933;214000;60;RL;86;14598;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Somerst;Feedr;Norm;1Fam;2Story;6;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Stone;74;Gd;TA;PConc;Gd;TA;Mn;Unf;0;Unf;0;894;894;GasA;Ex;Y;SBrkr;894;1039;0;0;0;2;1;4;1;Gd;9;Typ;1;Gd;BuiltIn;2007;Fin;3;668;TA;TA;Y;100;18;0;0;0;0;NA;NA;NA;0;1;2008;WD ;Normal
515;40514;1750;124000;70;RM;50;9000;Pave;Grvl;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Artery;Norm;1Fam;2Story;5;6;1880;1991;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;BrkTil;Fa;Fa;No;Unf;0;Unf;0;636;636;GasA;TA;Y;FuseA;1089;661;0;0;0;1;0;3;1;Ex;8;Typ;0;NA;Detchd;1937;Unf;1;240;Fa;Po;N;0;0;293;0;0;0;NA;MnPrv;NA;0;6;2006;WD ;Abnorml
516;40515;1601;129850;50;RM;50;7288;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Artery;Norm;1Fam;1.5Fin;5;7;1925;2003;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;Gd;BrkTil;TA;Po;No;Unf;0;Unf;0;936;936;GasA;Ex;Y;SBrkr;936;665;0;0;0;2;0;3;1;TA;6;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;0;176;0;0;NA;NA;NA;0;9;2007;WD ;Normal
517;40516;864;115000;20;RL;70;10500;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;5;1971;1971;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;ALQ;432;Unf;0;432;864;GasA;TA;Y;SBrkr;864;0;0;0;0;1;0;3;1;TA;5;Typ;1;Po;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2010;ConLI;Normal
518;40517;964;163500;30;RL;80;13360;Pave;Grvl;IR1;HLS;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1Story;5;7;1921;2006;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;BrkTil;Gd;TA;No;ALQ;713;Unf;0;163;876;GasA;Ex;Y;SBrkr;964;0;0;1;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1921;Unf;2;432;TA;TA;Y;0;0;44;0;0;0;NA;NA;NA;0;8;2009;WD ;Normal
519;40518;1332;145000;120;RL;50;7175;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;TwnhsE;1Story;6;5;1990;1991;Gable;CompShg;Plywood;ImStucc;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1332;1332;GasA;Gd;Y;SBrkr;1332;0;0;0;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;1990;RFn;2;542;TA;TA;Y;0;60;0;0;0;0;NA;NA;NA;0;2;2009;WD ;Normal
520;40519;2127;271000;60;RL;81;10944;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;5;1994;1994;Gable;CompShg;VinylSd;VinylSd;BrkFace;448;Gd;TA;PConc;Gd;TA;No;GLQ;1000;Unf;0;223;1223;GasA;Ex;Y;SBrkr;1223;904;0;1;0;2;1;3;1;Gd;5;Typ;2;TA;Attchd;1994;RFn;2;525;TA;TA;Y;171;132;0;0;0;0;NA;NA;NA;0;8;2008;WD ;Normal
521;40520;1111;95000;50;RL;60;9084;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Artery;Norm;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;Fa;Mn;LwQ;236;Rec;380;0;616;GasA;TA;N;SBrkr;616;495;0;0;1;1;0;3;1;TA;5;Typ;0;NA;Detchd;1941;Unf;1;200;TA;Fa;Y;48;0;0;0;0;0;NA;NA;NA;0;3;2008;ConLw;Normal
522;40521;1395;192000;20;RL;80;9760;Pave;NA;Reg;Lvl;AllPub;Inside;Mod;NAmes;Norm;Norm;1Fam;1Story;6;7;1963;1984;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;218;TA;TA;CBlock;TA;TA;Gd;BLQ;717;LwQ;263;415;1395;GasA;TA;Y;SBrkr;1395;0;0;1;0;1;0;2;1;TA;7;Min1;1;TA;Attchd;1963;RFn;2;440;TA;TA;Y;657;0;113;0;240;0;NA;NA;NA;0;5;2010;WD ;Normal
523;40522;1856;394432;20;RL;88;11394;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;StoneBr;Norm;Norm;1Fam;1Story;9;2;2010;2010;Hip;CompShg;VinylSd;VinylSd;Stone;350;Gd;TA;PConc;Ex;TA;Av;GLQ;1445;Unf;0;411;1856;GasA;Ex;Y;SBrkr;1856;0;0;1;0;1;1;1;1;Ex;8;Typ;1;Ex;Attchd;2010;Fin;3;834;TA;TA;Y;113;0;0;0;0;0;NA;NA;NA;0;6;2010;New;Partial
524;40523;1596;181000;60;RL;78;9316;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;532;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;784;784;GasA;Ex;Y;SBrkr;784;812;0;0;0;2;1;3;1;Gd;6;Typ;0;NA;Attchd;2005;RFn;2;610;TA;TA;Y;144;45;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
525;40524;3447;381000;50;RL;NA;14100;Pave;NA;IR1;Lvl;AllPub;Inside;Mod;Crawfor;Norm;Norm;1Fam;1.5Fin;8;9;1935;1997;Gable;CompShg;Stucco;Stucco;BrkFace;632;TA;Gd;CBlock;TA;TA;Mn;Rec;192;Unf;0;536;728;GasA;Ex;Y;SBrkr;1968;1479;0;0;0;3;1;4;1;Gd;11;Typ;2;Gd;BuiltIn;1982;Unf;3;1014;TA;TA;Y;314;12;0;0;0;0;NA;GdWo;NA;0;5;2008;WD ;Normal
526;40525;1601;140000;80;RL;85;13825;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;SLvl;5;6;1958;1987;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;TA;No;Unf;0;Unf;0;533;533;GasA;TA;Y;SBrkr;1021;580;0;0;1;1;0;3;1;TA;6;Min2;0;NA;BuiltIn;1958;RFn;1;300;TA;TA;Y;280;34;0;0;0;0;NA;NA;NA;0;12;2008;WD ;Normal
527;40526;1200;130500;50;RL;70;11767;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;6;1946;1995;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;BLQ;352;Unf;0;416;768;GasA;Ex;Y;SBrkr;768;432;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1946;Unf;1;240;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2008;WD ;Normal
528;40527;1424;155000;190;RL;195;41600;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;Gilbert;Norm;Norm;2fmCon;1Story;5;5;1969;1990;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;Gd;TA;Gd;ALQ;1047;Unf;0;53;1100;GasW;TA;Y;SBrkr;1424;0;0;1;0;1;1;3;1;TA;7;Mod;0;NA;2Types;1969;Unf;3;828;TA;TA;N;144;0;0;0;0;0;NA;NA;NA;0;11;2007;WD ;Normal
529;40528;1406;89500;50;RM;NA;7920;Pave;Grvl;IR1;Lvl;AllPub;Inside;Gtl;IDOTRR;Artery;Norm;1Fam;1.5Fin;6;7;1920;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Fa;CBlock;TA;TA;No;Unf;0;Unf;0;319;319;GasA;TA;Y;FuseA;1035;371;0;0;0;1;0;3;1;Fa;6;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;144;0;0;0;0;NA;MnPrv;NA;0;3;2008;WD ;Normal
530;40529;2448;277500;60;RL;NA;18275;Pave;NA;IR1;HLS;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;2Story;7;8;1962;1998;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;TA;TA;Gd;ALQ;636;Unf;0;802;1438;GasA;TA;Y;SBrkr;1900;548;0;1;0;3;0;3;1;TA;9;Typ;2;Gd;Attchd;1962;RFn;2;441;TA;TA;Y;520;102;0;0;0;0;NA;NA;NA;0;9;2006;WD ;Normal
531;40530;907;140000;20;RL;NA;16269;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1978;1978;Gable;CompShg;MetalSd;MetalSd;BrkFace;76;TA;TA;BrkTil;Gd;TA;Av;GLQ;625;Unf;0;282;907;GasA;TA;Y;SBrkr;907;0;0;0;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1978;Unf;1;343;TA;TA;Y;72;0;0;0;0;0;NA;MnPrv;NA;0;7;2009;WD ;Normal
532;40531;1984;160000;60;RM;57;8094;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;2fmCon;2.5Unf;6;8;1910;1983;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;Mn;Rec;196;Unf;0;1046;1242;GasA;Gd;Y;SBrkr;1242;742;0;0;0;2;0;5;1;TA;8;Typ;0;NA;Detchd;NA;;1;360;NA;NA;Y;64;0;180;0;0;0;NA;MnPrv;Shed;1000;9;2008;WD ;Normal
533;40532;1342;125000;20;RL;58;9280;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;5;6;1951;1951;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;Fa;TA;No;ALQ;557;Unf;0;785;1342;GasA;Ex;Y;SBrkr;1342;0;0;1;0;1;0;4;1;TA;7;Typ;0;NA;Detchd;1951;Unf;1;256;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2007;WD ;Normal
534;40533;2126;185000;60;RL;NA;28698;Pave;NA;IR2;Low;AllPub;CulDSac;Sev;ClearCr;Norm;Norm;1Fam;2Story;5;5;1967;1967;Flat;Tar&Grv;Plywood;Plywood;None;0;TA;TA;PConc;TA;Gd;Gd;LwQ;249;ALQ;764;0;1013;GasA;TA;Y;SBrkr;1160;966;0;0;1;2;1;3;1;TA;7;Min2;0;NA;Attchd;1967;Fin;2;538;TA;TA;Y;486;0;0;0;225;0;NA;NA;NA;0;6;2009;WD ;Abnorml
535;40534;1190;173500;20;RL;65;8769;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;709;Unf;0;460;1169;GasA;Ex;Y;SBrkr;1190;0;0;1;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;2005;RFn;2;578;TA;TA;Y;100;41;0;0;0;0;NA;NA;NA;0;10;2007;WD ;Normal
536;40535;1004;135000;90;RL;78;10530;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;Duplex;SFoyer;6;5;1977;1977;Gable;CompShg;Plywood;ImStucc;BrkFace;90;TA;TA;CBlock;Gd;TA;Gd;GLQ;975;Unf;0;0;975;GasA;TA;Y;SBrkr;1004;0;0;1;0;1;0;2;1;TA;4;Typ;0;NA;Attchd;1977;Unf;2;504;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2006;WD ;Normal
537;40536;1224;131000;20;RL;160;20000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;7;1960;1996;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;ALQ;1224;Unf;0;0;1224;GasA;Ex;Y;SBrkr;1224;0;0;1;0;1;0;4;1;TA;7;Typ;1;TA;Detchd;1960;Unf;2;576;TA;TA;Y;474;0;0;0;0;0;NA;NA;NA;0;9;2006;WD ;Abnorml
